模板ID	模型ID	英雄名称	阵营(1-水，2-火，3-风，4-日，5-月，6星)	定位(1-物攻，2-法攻，3-防御，4-辅助)	基础品质	基础星级	基础攻击系数	基础防御系数	基础生命系数	基础速度系数	天赋组ID	技能组ID	技能效果名称1	技能效果描述1	技能效果名称2	技能效果描述2
701002	100200	text_heroName_1002	1	1	6	7	1	1	1	1	100200	100200	0	0	0	0
701003	100300	text_heroName_1003	1	1	6	7	1	1	1	1	100300	100300	0	0	0	0
701004	100400	text_heroName_1004	1	1	6	7	1	1	1	1	100400	100400	0	0	0	0
701005	100500	text_heroName_1005	1	1	6	7	1	1	1	1	100500	100500	0	0	0	0
701006	100600	text_heroName_1006	1	1	6	7	1	1	1	1	100600	100600	0	0	0	0
701007	100700	text_heroName_1007	1	1	6	7	1	1	1	1	100700	100700	0	0	0	0
701008	100800	text_heroName_1008	1	1	6	7	1	1	1	1	100800	100800	0	0	0	0
701009	100900	text_heroName_1009	1	1	6	7	1	1	1	1	100900	100900	0	0	0	0
701010	101000	text_heroName_1010	1	1	6	7	1	1	1	1	101000	101000	0	0	0	0
702001	200100	text_heroName_2001	2	1	6	7	1	1	1	1	200100	200100	0	0	0	0
702002	200200	text_heroName_2002	2	1	6	7	1	1	1	1	200200	200200	0	0	0	0
702003	200300	text_heroName_2003	2	1	6	7	1	1	1	1	200300	200300	0	0	0	0
702004	200400	text_heroName_2004	2	1	6	7	1	1	1	1	200400	200400	0	0	0	0
702005	200500	text_heroName_2005	2	1	6	7	1	1	1	1	200500	200500	0	0	0	0
702006	200600	text_heroName_2006	2	1	6	7	1	1	1	1	200600	200600	0	0	0	0
702007	200700	text_heroName_2007	2	1	6	7	1	1	1	1	200700	200700	0	0	0	0
702008	200800	text_heroName_2008	2	1	6	7	1	1	1	1	200800	200800	0	0	0	0
702009	200900	text_heroName_2009	2	1	6	7	1	1	1	1	200900	200900	0	0	0	0
702010	201000	text_heroName_2010	2	1	6	7	1	1	1	1	201000	201000	0	0	0	0
703001	300100	text_heroName_3001	3	1	6	7	1	1	1	1	300100	300100	0	0	0	0
703002	300200	text_heroName_3002	3	1	6	7	1	1	1	1	300200	300200	0	0	0	0
703003	300300	text_heroName_3003	3	1	6	7	1	1	1	1	300300	300300	0	0	0	0
703004	300400	text_heroName_3004	3	1	6	7	1	1	1	1	300400	300400	0	0	0	0
703005	300500	text_heroName_3005	3	1	6	7	1	1	1	1	300500	300500	0	0	0	0
703006	300600	text_heroName_3006	3	1	6	7	1	1	1	1	300600	300600	0	0	0	0
703007	300700	text_heroName_3007	3	1	6	7	1	1	1	1	300700	300700	0	0	0	0
703008	300800	text_heroName_3008	3	1	6	7	1	1	1	1	300800	300800	0	0	0	0
703009	300900	text_heroName_3009	3	1	6	7	1	1	1	1	300900	300900	0	0	0	0
703010	301000	text_heroName_3010	3	1	6	7	1	1	1	1	301000	301000	0	0	0	0
704001	400100	text_heroName_4001	4	1	6	7	1	1	1	1	400100	400100	0	0	0	0
704002	400200	text_heroName_4002	4	1	6	7	1	1	1	1	400200	400200	0	0	0	0
704003	400300	text_heroName_4003	4	1	6	7	1	1	1	1	400300	400300	0	0	0	0
704004	400400	text_heroName_4004	4	1	6	7	1	1	1	1	400400	400400	0	0	0	0
704005	400500	text_heroName_4005	4	1	6	7	1	1	1	1	400500	400500	0	0	0	0
704006	400600	text_heroName_4006	4	1	6	7	1	1	1	1	400600	400600	0	0	0	0
704007	400700	text_heroName_4007	4	1	6	7	1	1	1	1	400700	400700	0	0	0	0
704008	400800	text_heroName_4008	4	1	6	7	1	1	1	1	400800	400800	0	0	0	0
704009	400900	text_heroName_4009	4	1	6	7	1	1	1	1	400900	400900	0	0	0	0
704010	401000	text_heroName_4010	4	1	6	7	1	1	1	1	401000	401000	0	0	0	0
705001	500100	text_heroName_5001	5	1	6	7	1	1	1	1	500100	500100	0	0	0	0
705002	500200	text_heroName_5002	5	1	6	7	1	1	1	1	500200	500200	0	0	0	0
705003	500300	text_heroName_5003	5	1	6	7	1	1	1	1	500300	500300	0	0	0	0
705004	500400	text_heroName_5004	5	1	6	7	1	1	1	1	500400	500400	0	0	0	0
705005	500500	text_heroName_5005	5	1	6	7	1	1	1	1	500500	500500	0	0	0	0
705006	500600	text_heroName_5006	5	1	6	7	1	1	1	1	500600	500600	0	0	0	0
705007	500700	text_heroName_5007	5	1	6	7	1	1	1	1	500700	500700	0	0	0	0
705008	500800	text_heroName_5008	5	1	6	7	1	1	1	1	500800	500800	0	0	0	0
705009	500900	text_heroName_5009	5	1	6	7	1	1	1	1	500900	500900	0	0	0	0
705010	501000	text_heroName_5010	5	1	6	7	1	1	1	1	501000	501000	0	0	0	0
706001	600100	text_heroName_6001	6	1	6	7	1	1	1	1	600100	600100	0	0	0	0
706002	600200	text_heroName_6002	6	1	6	7	1	1	1	1	600200	600200	0	0	0	0
706003	600300	text_heroName_6003	6	1	6	7	1	1	1	1	600300	600300	0	0	0	0
706004	600400	text_heroName_6004	6	1	6	7	1	1	1	1	600400	600400	0	0	0	0
706005	600500	text_heroName_6005	6	1	6	7	1	1	1	1	600500	600500	0	0	0	0
706006	600600	text_heroName_6006	6	1	6	7	1	1	1	1	600600	600600	0	0	0	0
706007	600700	text_heroName_6007	6	1	6	7	1	1	1	1	600700	600700	0	0	0	0
706008	600800	text_heroName_6008	6	1	6	7	1	1	1	1	600800	600800	0	0	0	0
706009	600900	text_heroName_6009	6	1	6	7	1	1	1	1	600900	600900	0	0	0	0
706010	601000	text_heroName_6010	6	1	6	7	1	1	1	1	601000	601000	0	0	0	0
801001	100100	text_heroName_1001	1	1	6	8	1	1	1	1	100100	100100	0	0	0	0
801002	100200	text_heroName_1002	1	1	6	8	1	1	1	1	100200	100200	0	0	0	0
801003	100300	text_heroName_1003	1	1	6	8	1	1	1	1	100300	100300	0	0	0	0
801004	100400	text_heroName_1004	1	1	6	8	1	1	1	1	100400	100400	0	0	0	0
801005	100500	text_heroName_1005	1	1	6	8	1	1	1	1	100500	100500	0	0	0	0
801006	100600	text_heroName_1006	1	1	6	8	1	1	1	1	100600	100600	0	0	0	0
801007	100700	text_heroName_1007	1	1	6	8	1	1	1	1	100700	100700	0	0	0	0
801008	100800	text_heroName_1008	1	1	6	8	1	1	1	1	100800	100800	0	0	0	0
801009	100900	text_heroName_1009	1	1	6	8	1	1	1	1	100900	100900	0	0	0	0
801010	101000	text_heroName_1010	1	1	6	8	1	1	1	1	101000	101000	0	0	0	0
802001	200100	text_heroName_2001	2	1	6	8	1	1	1	1	200100	200100	0	0	0	0
802002	200200	text_heroName_2002	2	1	6	8	1	1	1	1	200200	200200	0	0	0	0
802003	200300	text_heroName_2003	2	1	6	8	1	1	1	1	200300	200300	0	0	0	0
802004	200400	text_heroName_2004	2	1	6	8	1	1	1	1	200400	200400	0	0	0	0
802005	200500	text_heroName_2005	2	1	6	8	1	1	1	1	200500	200500	0	0	0	0
802006	200600	text_heroName_2006	2	1	6	8	1	1	1	1	200600	200600	0	0	0	0
802007	200700	text_heroName_2007	2	1	6	8	1	1	1	1	200700	200700	0	0	0	0
802008	200800	text_heroName_2008	2	1	6	8	1	1	1	1	200800	200800	0	0	0	0
802009	200900	text_heroName_2009	2	1	6	8	1	1	1	1	200900	200900	0	0	0	0
802010	201000	text_heroName_2010	2	1	6	8	1	1	1	1	201000	201000	0	0	0	0
803001	300100	text_heroName_3001	3	1	6	8	1	1	1	1	300100	300100	0	0	0	0
803002	300200	text_heroName_3002	3	1	6	8	1	1	1	1	300200	300200	0	0	0	0
803003	300300	text_heroName_3003	3	1	6	8	1	1	1	1	300300	300300	0	0	0	0
803004	300400	text_heroName_3004	3	1	6	8	1	1	1	1	300400	300400	0	0	0	0
803005	300500	text_heroName_3005	3	1	6	8	1	1	1	1	300500	300500	0	0	0	0
803006	300600	text_heroName_3006	3	1	6	8	1	1	1	1	300600	300600	0	0	0	0
803007	300700	text_heroName_3007	3	1	6	8	1	1	1	1	300700	300700	0	0	0	0
803008	300800	text_heroName_3008	3	1	6	8	1	1	1	1	300800	300800	0	0	0	0
803009	300900	text_heroName_3009	3	1	6	8	1	1	1	1	300900	300900	0	0	0	0
803010	301000	text_heroName_3010	3	1	6	8	1	1	1	1	301000	301000	0	0	0	0
804001	400100	text_heroName_4001	4	1	6	8	1	1	1	1	400100	400100	0	0	0	0
804002	400200	text_heroName_4002	4	1	6	8	1	1	1	1	400200	400200	0	0	0	0
804003	400300	text_heroName_4003	4	1	6	8	1	1	1	1	400300	400300	0	0	0	0
804004	400400	text_heroName_4004	4	1	6	8	1	1	1	1	400400	400400	0	0	0	0
804005	400500	text_heroName_4005	4	1	6	8	1	1	1	1	400500	400500	0	0	0	0
804006	400600	text_heroName_4006	4	1	6	8	1	1	1	1	400600	400600	0	0	0	0
804007	400700	text_heroName_4007	4	1	6	8	1	1	1	1	400700	400700	0	0	0	0
804008	400800	text_heroName_4008	4	1	6	8	1	1	1	1	400800	400800	0	0	0	0
804009	400900	text_heroName_4009	4	1	6	8	1	1	1	1	400900	400900	0	0	0	0
804010	401000	text_heroName_4010	4	1	6	8	1	1	1	1	401000	401000	0	0	0	0
805001	500100	text_heroName_5001	5	1	6	8	1	1	1	1	500100	500100	0	0	0	0
805002	500200	text_heroName_5002	5	1	6	8	1	1	1	1	500200	500200	0	0	0	0
805003	500300	text_heroName_5003	5	1	6	8	1	1	1	1	500300	500300	0	0	0	0
805004	500400	text_heroName_5004	5	1	6	8	1	1	1	1	500400	500400	0	0	0	0
805005	500500	text_heroName_5005	5	1	6	8	1	1	1	1	500500	500500	0	0	0	0
805006	500600	text_heroName_5006	5	1	6	8	1	1	1	1	500600	500600	0	0	0	0
805007	500700	text_heroName_5007	5	1	6	8	1	1	1	1	500700	500700	0	0	0	0
805008	500800	text_heroName_5008	5	1	6	8	1	1	1	1	500800	500800	0	0	0	0
805009	500900	text_heroName_5009	5	1	6	8	1	1	1	1	500900	500900	0	0	0	0
805010	501000	text_heroName_5010	5	1	6	8	1	1	1	1	501000	501000	0	0	0	0
806001	600100	text_heroName_6001	6	1	6	8	1	1	1	1	600100	600100	0	0	0	0
806002	600200	text_heroName_6002	6	1	6	8	1	1	1	1	600200	600200	0	0	0	0
806003	600300	text_heroName_6003	6	1	6	8	1	1	1	1	600300	600300	0	0	0	0
806004	600400	text_heroName_6004	6	1	6	8	1	1	1	1	600400	600400	0	0	0	0
806005	600500	text_heroName_6005	6	1	6	8	1	1	1	1	600500	600500	0	0	0	0
806006	600600	text_heroName_6006	6	1	6	8	1	1	1	1	600600	600600	0	0	0	0
806007	600700	text_heroName_6007	6	1	6	8	1	1	1	1	600700	600700	0	0	0	0
806008	600800	text_heroName_6008	6	1	6	8	1	1	1	1	600800	600800	0	0	0	0
806009	600900	text_heroName_6009	6	1	6	8	1	1	1	1	600900	600900	0	0	0	0
806010	601000	text_heroName_6010	6	1	6	8	1	1	1	1	601000	601000	0	0	0	0
901001	100100	text_heroName_1001	1	1	6	9	1	1	1	1	100100	100100	0	0	0	0
901002	100200	text_heroName_1002	1	1	6	9	1	1	1	1	100200	100200	0	0	0	0
901003	100300	text_heroName_1003	1	1	6	9	1	1	1	1	100300	100300	0	0	0	0
901004	100400	text_heroName_1004	1	1	6	9	1	1	1	1	100400	100400	0	0	0	0
901005	100500	text_heroName_1005	1	1	6	9	1	1	1	1	100500	100500	0	0	0	0
901006	100600	text_heroName_1006	1	1	6	9	1	1	1	1	100600	100600	0	0	0	0
901007	100700	text_heroName_1007	1	1	6	9	1	1	1	1	100700	100700	0	0	0	0
901008	100800	text_heroName_1008	1	1	6	9	1	1	1	1	100800	100800	0	0	0	0
901009	100900	text_heroName_1009	1	1	6	9	1	1	1	1	100900	100900	0	0	0	0
901010	101000	text_heroName_1010	1	1	6	9	1	1	1	1	101000	101000	0	0	0	0
902001	200100	text_heroName_2001	2	1	6	9	1	1	1	1	200100	200100	0	0	0	0
902002	200200	text_heroName_2002	2	1	6	9	1	1	1	1	200200	200200	0	0	0	0
902003	200300	text_heroName_2003	2	1	6	9	1	1	1	1	200300	200300	0	0	0	0
902004	200400	text_heroName_2004	2	1	6	9	1	1	1	1	200400	200400	0	0	0	0
902005	200500	text_heroName_2005	2	1	6	9	1	1	1	1	200500	200500	0	0	0	0
902006	200600	text_heroName_2006	2	1	6	9	1	1	1	1	200600	200600	0	0	0	0
902007	200700	text_heroName_2007	2	1	6	9	1	1	1	1	200700	200700	0	0	0	0
902008	200800	text_heroName_2008	2	1	6	9	1	1	1	1	200800	200800	0	0	0	0
902009	200900	text_heroName_2009	2	1	6	9	1	1	1	1	200900	200900	0	0	0	0
902010	201000	text_heroName_2010	2	1	6	9	1	1	1	1	201000	201000	0	0	0	0
903001	300100	text_heroName_3001	3	1	6	9	1	1	1	1	300100	300100	0	0	0	0
903002	300200	text_heroName_3002	3	1	6	9	1	1	1	1	300200	300200	0	0	0	0
903003	300300	text_heroName_3003	3	1	6	9	1	1	1	1	300300	300300	0	0	0	0
903004	300400	text_heroName_3004	3	1	6	9	1	1	1	1	300400	300400	0	0	0	0
903005	300500	text_heroName_3005	3	1	6	9	1	1	1	1	300500	300500	0	0	0	0
903006	300600	text_heroName_3006	3	1	6	9	1	1	1	1	300600	300600	0	0	0	0
903007	300700	text_heroName_3007	3	1	6	9	1	1	1	1	300700	300700	0	0	0	0
903008	300800	text_heroName_3008	3	1	6	9	1	1	1	1	300800	300800	0	0	0	0
903009	300900	text_heroName_3009	3	1	6	9	1	1	1	1	300900	300900	0	0	0	0
903010	301000	text_heroName_3010	3	1	6	9	1	1	1	1	301000	301000	0	0	0	0
904001	400100	text_heroName_4001	4	1	6	9	1	1	1	1	400100	400100	0	0	0	0
904002	400200	text_heroName_4002	4	1	6	9	1	1	1	1	400200	400200	0	0	0	0
904003	400300	text_heroName_4003	4	1	6	9	1	1	1	1	400300	400300	0	0	0	0
904004	400400	text_heroName_4004	4	1	6	9	1	1	1	1	400400	400400	0	0	0	0
904005	400500	text_heroName_4005	4	1	6	9	1	1	1	1	400500	400500	0	0	0	0
904006	400600	text_heroName_4006	4	1	6	9	1	1	1	1	400600	400600	0	0	0	0
904007	400700	text_heroName_4007	4	1	6	9	1	1	1	1	400700	400700	0	0	0	0
904008	400800	text_heroName_4008	4	1	6	9	1	1	1	1	400800	400800	0	0	0	0
904009	400900	text_heroName_4009	4	1	6	9	1	1	1	1	400900	400900	0	0	0	0
904010	401000	text_heroName_4010	4	1	6	9	1	1	1	1	401000	401000	0	0	0	0
905001	500100	text_heroName_5001	5	1	6	9	1	1	1	1	500100	500100	0	0	0	0
905002	500200	text_heroName_5002	5	1	6	9	1	1	1	1	500200	500200	0	0	0	0
905003	500300	text_heroName_5003	5	1	6	9	1	1	1	1	500300	500300	0	0	0	0
905004	500400	text_heroName_5004	5	1	6	9	1	1	1	1	500400	500400	0	0	0	0
905005	500500	text_heroName_5005	5	1	6	9	1	1	1	1	500500	500500	0	0	0	0
905006	500600	text_heroName_5006	5	1	6	9	1	1	1	1	500600	500600	0	0	0	0
905007	500700	text_heroName_5007	5	1	6	9	1	1	1	1	500700	500700	0	0	0	0
905008	500800	text_heroName_5008	5	1	6	9	1	1	1	1	500800	500800	0	0	0	0
905009	500900	text_heroName_5009	5	1	6	9	1	1	1	1	500900	500900	0	0	0	0
905010	501000	text_heroName_5010	5	1	6	9	1	1	1	1	501000	501000	0	0	0	0
906001	600100	text_heroName_6001	6	1	6	9	1	1	1	1	600100	600100	0	0	0	0
906002	600200	text_heroName_6002	6	1	6	9	1	1	1	1	600200	600200	0	0	0	0
906003	600300	text_heroName_6003	6	1	6	9	1	1	1	1	600300	600300	0	0	0	0
906004	600400	text_heroName_6004	6	1	6	9	1	1	1	1	600400	600400	0	0	0	0
906005	600500	text_heroName_6005	6	1	6	9	1	1	1	1	600500	600500	0	0	0	0
906006	600600	text_heroName_6006	6	1	6	9	1	1	1	1	600600	600600	0	0	0	0
906007	600700	text_heroName_6007	6	1	6	9	1	1	1	1	600700	600700	0	0	0	0
906008	600800	text_heroName_6008	6	1	6	9	1	1	1	1	600800	600800	0	0	0	0
906009	600900	text_heroName_6009	6	1	6	9	1	1	1	1	600900	600900	0	0	0	0
906010	601000	text_heroName_6010	6	1	6	9	1	1	1	1	601000	601000	0	0	0	0
1001001	100100	text_heroName_1001	1	1	7	10	1	1	1	1	100100	100100	0	0	0	0
1001002	100200	text_heroName_1002	1	1	7	10	1	1	1	1	100200	100200	0	0	0	0
1001003	100300	text_heroName_1003	1	1	7	10	1	1	1	1	100300	100300	0	0	0	0
1001004	100400	text_heroName_1004	1	1	7	10	1	1	1	1	100400	100400	0	0	0	0
1001005	100500	text_heroName_1005	1	1	7	10	1	1	1	1	100500	100500	0	0	0	0
1001006	100600	text_heroName_1006	1	1	7	10	1	1	1	1	100600	100600	0	0	0	0
1001007	100700	text_heroName_1007	1	1	7	10	1	1	1	1	100700	100700	0	0	0	0
1001008	100800	text_heroName_1008	1	1	7	10	1	1	1	1	100800	100800	0	0	0	0
1001009	100900	text_heroName_1009	1	1	7	10	1	1	1	1	100900	100900	0	0	0	0
1001010	101000	text_heroName_1010	1	1	7	10	1	1	1	1	101000	101000	0	0	0	0
1002001	200100	text_heroName_2001	2	1	7	10	1	1	1	1	200100	200100	0	0	0	0
1002002	200200	text_heroName_2002	2	1	7	10	1	1	1	1	200200	200200	0	0	0	0
1002003	200300	text_heroName_2003	2	1	7	10	1	1	1	1	200300	200300	0	0	0	0
1002004	200400	text_heroName_2004	2	1	7	10	1	1	1	1	200400	200400	0	0	0	0
1002005	200500	text_heroName_2005	2	1	7	10	1	1	1	1	200500	200500	0	0	0	0
1002006	200600	text_heroName_2006	2	1	7	10	1	1	1	1	200600	200600	0	0	0	0
1002007	200700	text_heroName_2007	2	1	7	10	1	1	1	1	200700	200700	0	0	0	0
1002008	200800	text_heroName_2008	2	1	7	10	1	1	1	1	200800	200800	0	0	0	0
1002009	200900	text_heroName_2009	2	1	7	10	1	1	1	1	200900	200900	0	0	0	0
1002010	201000	text_heroName_2010	2	1	7	10	1	1	1	1	201000	201000	0	0	0	0
1003001	300100	text_heroName_3001	3	1	7	10	1	1	1	1	300100	300100	0	0	0	0
1003002	300200	text_heroName_3002	3	1	7	10	1	1	1	1	300200	300200	0	0	0	0
1003003	300300	text_heroName_3003	3	1	7	10	1	1	1	1	300300	300300	0	0	0	0
1003004	300400	text_heroName_3004	3	1	7	10	1	1	1	1	300400	300400	0	0	0	0
1003005	300500	text_heroName_3005	3	1	7	10	1	1	1	1	300500	300500	0	0	0	0
1003006	300600	text_heroName_3006	3	1	7	10	1	1	1	1	300600	300600	0	0	0	0
1003007	300700	text_heroName_3007	3	1	7	10	1	1	1	1	300700	300700	0	0	0	0
1003008	300800	text_heroName_3008	3	1	7	10	1	1	1	1	300800	300800	0	0	0	0
1003009	300900	text_heroName_3009	3	1	7	10	1	1	1	1	300900	300900	0	0	0	0
1003010	301000	text_heroName_3010	3	1	7	10	1	1	1	1	301000	301000	0	0	0	0
1004001	400100	text_heroName_4001	4	1	7	10	1	1	1	1	400100	400100	0	0	0	0
1004002	400200	text_heroName_4002	4	1	7	10	1	1	1	1	400200	400200	0	0	0	0
1004003	400300	text_heroName_4003	4	1	7	10	1	1	1	1	400300	400300	0	0	0	0
1004004	400400	text_heroName_4004	4	1	7	10	1	1	1	1	400400	400400	0	0	0	0
1004005	400500	text_heroName_4005	4	1	7	10	1	1	1	1	400500	400500	0	0	0	0
1004006	400600	text_heroName_4006	4	1	7	10	1	1	1	1	400600	400600	0	0	0	0
1004007	400700	text_heroName_4007	4	1	7	10	1	1	1	1	400700	400700	0	0	0	0
1004008	400800	text_heroName_4008	4	1	7	10	1	1	1	1	400800	400800	0	0	0	0
1004009	400900	text_heroName_4009	4	1	7	10	1	1	1	1	400900	400900	0	0	0	0
1004010	401000	text_heroName_4010	4	1	7	10	1	1	1	1	401000	401000	0	0	0	0
1005001	500100	text_heroName_5001	5	1	7	10	1	1	1	1	500100	500100	0	0	0	0
1005002	500200	text_heroName_5002	5	1	7	10	1	1	1	1	500200	500200	0	0	0	0
1005003	500300	text_heroName_5003	5	1	7	10	1	1	1	1	500300	500300	0	0	0	0
1005004	500400	text_heroName_5004	5	1	7	10	1	1	1	1	500400	500400	0	0	0	0
1005005	500500	text_heroName_5005	5	1	7	10	1	1	1	1	500500	500500	0	0	0	0
1005006	500600	text_heroName_5006	5	1	7	10	1	1	1	1	500600	500600	0	0	0	0
1005007	500700	text_heroName_5007	5	1	7	10	1	1	1	1	500700	500700	0	0	0	0
1005008	500800	text_heroName_5008	5	1	7	10	1	1	1	1	500800	500800	0	0	0	0
1005009	500900	text_heroName_5009	5	1	7	10	1	1	1	1	500900	500900	0	0	0	0
1005010	501000	text_heroName_5010	5	1	7	10	1	1	1	1	501000	501000	0	0	0	0
1006001	600100	text_heroName_6001	6	1	7	10	1	1	1	1	600100	600100	0	0	0	0
1006002	600200	text_heroName_6002	6	1	7	10	1	1	1	1	600200	600200	0	0	0	0
1006003	600300	text_heroName_6003	6	1	7	10	1	1	1	1	600300	600300	0	0	0	0
1006004	600400	text_heroName_6004	6	1	7	10	1	1	1	1	600400	600400	0	0	0	0
1006005	600500	text_heroName_6005	6	1	7	10	1	1	1	1	600500	600500	0	0	0	0
1006006	600600	text_heroName_6006	6	1	7	10	1	1	1	1	600600	600600	0	0	0	0
1006007	600700	text_heroName_6007	6	1	7	10	1	1	1	1	600700	600700	0	0	0	0
1006008	600800	text_heroName_6008	6	1	7	10	1	1	1	1	600800	600800	0	0	0	0
1006009	600900	text_heroName_6009	6	1	7	10	1	1	1	1	600900	600900	0	0	0	0
1006010	601000	text_heroName_6010	6	1	7	10	1	1	1	1	601000	601000	0	0	0	0
10000010	10000010	text_heroName_10000010	2	1	0	0	1	1	1	1	600100	600100	0	0	0	0
