掉落ID	奖励名称	必掉奖励	随机类型（0万分比，1权重）	奖励随机个数	奖励1	奖励1权重	奖励2	奖励2权重	奖励3	奖励3权重	奖励4	奖励4权重	奖励5	奖励5权重	奖励6	奖励6权重	奖励7	奖励7权重	奖励8	奖励8权重	奖励9	奖励9权重	奖励10	奖励10权重	奖励11	奖励11权重	奖励12	奖励12权重	奖励13	奖励13权重	奖励14	奖励14权重	奖励15	奖励15权重
10091	关卡91手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10092	关卡92手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10093	关卡93手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10094	关卡94手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10095	关卡95手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10096	关卡96手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10097	关卡97手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10098	关卡98手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10099	关卡99手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10100	关卡100手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10101	关卡101手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10102	关卡102手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10103	关卡103手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10104	关卡104手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10105	关卡105手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10106	关卡106手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10107	关卡107手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10108	关卡108手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10109	关卡109手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10110	关卡110手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10111	关卡111手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10112	关卡112手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10113	关卡113手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10114	关卡114手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10115	关卡115手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10116	关卡116手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10117	关卡117手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10118	关卡118手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10119	关卡119手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10120	关卡120手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10121	关卡121手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10122	关卡122手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10123	关卡123手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10124	关卡124手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10125	关卡125手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10126	关卡126手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10127	关卡127手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10128	关卡128手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10129	关卡129手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10130	关卡130手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10131	关卡131手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10132	关卡132手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10133	关卡133手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10134	关卡134手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10135	关卡135手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10136	关卡136手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10137	关卡137手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10138	关卡138手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10139	关卡139手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10140	关卡140手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10141	关卡141手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10142	关卡142手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10143	关卡143手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10144	关卡144手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10145	关卡145手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10146	关卡146手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10147	关卡147手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10148	关卡148手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10149	关卡149手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10150	关卡150手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10151	关卡151手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10152	关卡152手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10153	关卡153手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10154	关卡154手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10155	关卡155手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10156	关卡156手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10157	关卡157手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10158	关卡158手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10159	关卡159手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10160	关卡160手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10161	关卡161手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10162	关卡162手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10163	关卡163手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10164	关卡164手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10165	关卡165手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10166	关卡166手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10167	关卡167手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10168	关卡168手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10169	关卡169手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10170	关卡170手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10171	关卡171手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10172	关卡172手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10173	关卡173手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10174	关卡174手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10175	关卡175手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10176	关卡176手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10177	关卡177手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10178	关卡178手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10179	关卡179手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10180	关卡180手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10181	关卡181手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10182	关卡182手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10183	关卡183手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10184	关卡184手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10185	关卡185手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10186	关卡186手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10187	关卡187手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10188	关卡188手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10189	关卡189手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10190	关卡190手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10191	关卡191手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10192	关卡192手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10193	关卡193手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10194	关卡194手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10195	关卡195手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10196	关卡196手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10197	关卡197手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10198	关卡198手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10199	关卡199手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10200	关卡200手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10201	关卡201手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10202	关卡202手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10203	关卡203手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10204	关卡204手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10205	关卡205手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10206	关卡206手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10207	关卡207手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
