关卡id	挑战本关需求杀怪	手动杀怪掉落ID	功能开启	新手引导标示	是否可退出/暂停	首通奖励	掉落预览	战斗背景	战斗阵型	挂机阵型	挂机掉落经验	挂机掉落金币	挂机掉落英雄经验	挂机掉落突破石
204	10	10204	0	0	1	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000204	1000001|1000002	297	477	609	0.2658
205	10	10205	0	0	1	user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000205	1000001|1000002	298	478	612	0.2663
206	10	10206	0	0	1	user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000206	1000001|1000002	300	480	616	0.2667
207	10	10207	0	0	1	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000207	1000001|1000002	301	481	620	0.2671
208	10	10208	0	0	1	user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000208	1000001|1000002	303	483	624	0.2675
209	10	10209	0	0	1	user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000209	1000001|1000002	304	484	627	0.268
210	10	10210	0	0	1	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000210	1000001|1000002	306	486	631	0.2684
211	10	10211	0	0	1	user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000211	1000001|1000002	307	487	635	0.2688
212	10	10212	0	0	1	user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000212	1000001|1000002	309	489	639	0.2693
213	10	10213	0	0	1	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000213	1000001|1000002	311	491	643	0.2697
214	10	10214	0	0	1	user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000214	1000001|1000002	312	492	647	0.2701
215	10	10215	0	0	1	user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000215	1000001|1000002	314	494	650	0.2706
216	10	10216	0	0	1	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000216	1000001|1000002	315	495	654	0.271
217	10	10217	0	0	1	user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000217	1000001|1000002	317	497	658	0.2714
218	10	10218	0	0	1	user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000218	1000001|1000002	318	498	662	0.2719
219	10	10219	0	0	1	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000219	1000001|1000002	320	500	666	0.2723
220	10	10220	0	0	1	user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000220	1000001|1000002	322	502	670	0.2727
221	10	10221	0	0	1	user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000221	1000001|1000002	323	503	674	0.2732
222	10	10222	0	0	1	user.bindcash:10,user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000222	1000001|1000002	325	505	678	0.2736
223	10	10223	0	0	1	user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000223	1000001|1000002	326	506	682	0.2741
224	10	10224	0	0	1	user.xp:1100,user.gold:12000,user.hero_exp:20500		1	1000224	1000001|1000002	328	508	686	0.2745
225	10	10225	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000225	1000001|1000002	330	510	690	0.275
226	10	10226	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000226	1000001|1000002	331	511	693	0.2754
227	10	10227	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000227	1000001|1000002	333	513	697	0.2758
228	10	10228	arena3	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000228	1000001|1000002	334	514	701	0.2763
229	10	10229	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000229	1000001|1000002	336	516	705	0.2767
230	10	10230	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000230	1000001|1000002	338	518	709	0.2772
231	10	10231	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000231	1000001|1000002	339	519	713	0.2776
232	10	10232	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000232	1000001|1000002	341	521	717	0.2781
233	10	10233	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000233	1000001|1000002	342	522	721	0.2785
234	10	10234	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000234	1000001|1000002	344	524	725	0.279
235	10	10235	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000235	1000001|1000002	346	526	729	0.2794
236	10	10236	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000236	1000001|1000002	347	527	733	0.2799
237	10	10237	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000237	1000001|1000002	349	529	737	0.2804
238	10	10238	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000238	1000001|1000002	351	531	742	0.2808
239	10	10239	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000239	1000001|1000002	352	532	746	0.2813
240	10	10240	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000240	1000001|1000002	354	534	750	0.2817
241	10	10241	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000241	1000001|1000002	356	536	754	0.2822
242	10	10242	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000242	1000001|1000002	357	537	758	0.2826
243	10	10243	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000243	1000001|1000002	359	539	762	0.2831
244	10	10244	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000244	1000001|1000002	361	541	766	0.2836
245	10	10245	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000245	1000001|1000002	362	542	770	0.284
246	10	10246	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000246	1000001|1000002	364	544	774	0.2845
247	10	10247	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000247	1000001|1000002	366	546	778	0.285
248	10	10248	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000248	1000001|1000002	367	547	783	0.2854
249	10	10249	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000249	1000001|1000002	369	549	787	0.2859
250	10	10250	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000250	1000001|1000002	371	551	791	0.2864
251	10	10251	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000251	1000001|1000002	372	552	795	0.2868
252	10	10252	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000252	1000001|1000002	374	554	799	0.2873
253	10	10253	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000253	1000001|1000002	376	556	803	0.2878
254	10	10254	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000254	1000001|1000002	377	557	808	0.2883
255	10	10255	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000255	1000001|1000002	379	559	812	0.2887
256	10	10256	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000256	1000001|1000002	381	561	816	0.2892
257	10	10257	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000257	1000001|1000002	383	563	820	0.2897
258	10	10258	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000258	1000001|1000002	384	564	825	0.2902
259	10	10259	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000259	1000001|1000002	386	566	829	0.2906
260	10	10260	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000260	1000001|1000002	388	568	833	0.2911
261	10	10261	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000261	1000001|1000002	389	569	837	0.2916
262	10	10262	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000262	1000001|1000002	391	571	842	0.2921
263	10	10263	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000263	1000001|1000002	393	573	846	0.2926
264	10	10264	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000264	1000001|1000002	395	575	850	0.293
265	10	10265	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000265	1000001|1000002	396	576	854	0.2935
266	10	10266	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000266	1000001|1000002	398	578	859	0.294
267	10	10267	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000267	1000001|1000002	400	580	863	0.2945
268	10	10268	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000268	1000001|1000002	402	582	867	0.295
269	10	10269	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000269	1000001|1000002	403	583	872	0.2955
270	10	10270	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000270	1000001|1000002	405	585	876	0.296
271	10	10271	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000271	1000001|1000002	407	587	880	0.2964
272	10	10272	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000272	1000001|1000002	409	589	885	0.2969
273	10	10273	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000273	1000001|1000002	410	590	889	0.2974
274	10	10274	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000274	1000001|1000002	412	592	893	0.2979
275	10	10275	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000275	1000001|1000002	414	594	898	0.2984
276	10	10276	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000276	1000001|1000002	416	596	902	0.2989
277	10	10277	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000277	1000001|1000002	418	598	907	0.2994
278	10	10278	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000278	1000001|1000002	419	599	911	0.2999
279	10	10279	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000279	1000001|1000002	421	601	915	0.3004
280	10	10280	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000280	1000001|1000002	423	603	920	0.3009
281	10	10281	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000281	1000001|1000002	425	605	924	0.3014
282	10	10282	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000282	1000001|1000002	426	606	929	0.3019
283	10	10283	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000283	1000001|1000002	428	608	933	0.3024
284	10	10284	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000284	1000001|1000002	430	610	938	0.3029
285	10	10285	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000285	1000001|1000002	432	612	942	0.3034
286	10	10286	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000286	1000001|1000002	434	614	947	0.3039
287	10	10287	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000287	1000001|1000002	436	616	951	0.3044
288	10	10288	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000288	1000001|1000002	437	617	956	0.3049
289	10	10289	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000289	1000001|1000002	439	619	960	0.3054
290	10	10290	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000290	1000001|1000002	441	621	965	0.3059
291	10	10291	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000291	1000001|1000002	443	623	969	0.3064
292	10	10292	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000292	1000001|1000002	445	625	974	0.3069
293	10	10293	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000293	1000001|1000002	447	627	978	0.3075
294	10	10294	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000294	1000001|1000002	448	628	983	0.308
295	10	10295	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000295	1000001|1000002	450	630	987	0.3085
296	10	10296	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000296	1000001|1000002	452	632	992	0.309
297	10	10297	0	0	1	user.bindcash:10,user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000297	1000001|1000002	454	634	996	0.3095
298	10	10298	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000298	1000001|1000002	456	636	1001	0.31
299	10	10299	0	0	1	user.xp:1400,user.gold:15000,user.hero_exp:25700		1	1000299	1000001|1000002	458	638	1006	0.3105
300	10	10300	0	0	1	user.bindcash:10,user.xp:1800,user.gold:21000,user.hero_exp:34600		1	1000300	1000001|1000002	460	640	1010	0.3111
301	10	10301	0	0	1	user.xp:1800,user.gold:21000,user.hero_exp:34600		1	1000301	1000001|1000002	461	641	1015	0.3116
302	10	10302	0	0	1	user.xp:1800,user.gold:21000,user.hero_exp:34600		1	1000302	1000001|1000002	463	643	1019	0.3121
303	10	10303	0	0	1	user.bindcash:15,user.xp:1800,user.gold:21000,user.hero_exp:34600		1	1000303	1000001|1000002	465	645	1024	0.3126
304	10	10304	0	0	1	user.xp:1900,user.gold:21000,user.hero_exp:35100		1	1000304	1000001|1000002	467	647	1029	0.3131
305	10	10305	0	0	1	user.xp:1900,user.gold:21000,user.hero_exp:35100		1	1000305	1000001|1000002	469	649	1033	0.3137
306	10	10306	0	0	1	user.bindcash:15,user.xp:1900,user.gold:21000,user.hero_exp:35100		1	1000306	1000001|1000002	471	651	1038	0.3142
307	10	10307	0	0	1	user.xp:1900,user.gold:21000,user.hero_exp:35100		1	1000307	1000001|1000002	473	653	1043	0.3147
308	10	10308	0	0	1	user.xp:1900,user.gold:21000,user.hero_exp:35700		1	1000308	1000001|1000002	475	655	1047	0.3152
309	10	10309	0	0	1	user.bindcash:15,user.xp:1900,user.gold:21000,user.hero_exp:35700		1	1000309	1000001|1000002	476	656	1052	0.3158
310	10	10310	0	0	1	user.xp:1900,user.gold:21000,user.hero_exp:35700		1	1000310	1000001|1000002	478	658	1057	0.3163
311	10	10311	0	0	1	user.xp:1900,user.gold:21000,user.hero_exp:35700		1	1000311	1000001|1000002	480	660	1061	0.3168
312	10	10312	0	0	1	user.bindcash:15,user.xp:1900,user.gold:22000,user.hero_exp:36200		1	1000312	1000001|1000002	482	662	1066	0.3174
313	10	10313	0	0	1	user.xp:1900,user.gold:22000,user.hero_exp:36200		1	1000313	1000001|1000002	484	664	1071	0.3179
314	10	10314	0	0	1	user.xp:1900,user.gold:22000,user.hero_exp:36200		1	1000314	1000001|1000002	486	666	1075	0.3184
315	10	10315	0	0	1	user.bindcash:15,user.xp:1900,user.gold:22000,user.hero_exp:36900		1	1000315	1000001|1000002	488	668	1080	0.319
316	10	10316	0	0	1	user.xp:1900,user.gold:22000,user.hero_exp:36900		1	1000316	1000001|1000002	490	670	1085	0.3195
317	10	10317	0	0	1	user.xp:1900,user.gold:22000,user.hero_exp:36900		1	1000317	1000001|1000002	492	672	1090	0.32
318	10	10318	0	0	1	user.bindcash:15,user.xp:1900,user.gold:22000,user.hero_exp:36900		1	1000318	1000001|1000002	494	674	1094	0.3206
319	10	10319	0	0	1	user.xp:2000,user.gold:22000,user.hero_exp:37500		1	1000319	1000001|1000002	496	676	1099	0.3211
320	10	10320	0	0	1	user.xp:2000,user.gold:22000,user.hero_exp:37500		1	1000320	1000001|1000002	498	678	1104	0.3216
321	10	10321	0	0	1	user.bindcash:15,user.xp:2000,user.gold:22000,user.hero_exp:37500		1	1000321	1000001|1000002	499	679	1109	0.3222
322	10	10322	0	0	1	user.xp:2000,user.gold:22000,user.hero_exp:37500		1	1000322	1000001|1000002	501	681	1114	0.3227
323	10	10323	0	0	1	user.xp:2000,user.gold:23000,user.hero_exp:38200		1	1000323	1000001|1000002	503	683	1118	0.3232
324	10	10324	0	0	1	user.bindcash:15,user.xp:2000,user.gold:23000,user.hero_exp:38200		1	1000324	1000001|1000002	505	685	1123	0.3238
325	10	10325	0	0	1	user.xp:2000,user.gold:23000,user.hero_exp:38200		1	1000325	1000001|1000002	507	687	1128	0.3243
326	10	10326	0	0	1	user.xp:2000,user.gold:23000,user.hero_exp:38200		1	1000326	1000001|1000002	509	689	1133	0.3249
327	10	10327	0	0	1	user.bindcash:15,user.xp:2000,user.gold:23000,user.hero_exp:39000		1	1000327	1000001|1000002	511	691	1138	0.3254
328	10	10328	0	0	1	user.xp:2000,user.gold:23000,user.hero_exp:39000		1	1000328	1000001|1000002	513	693	1143	0.326
329	10	10329	0	0	1	user.xp:2000,user.gold:23000,user.hero_exp:39000		1	1000329	1000001|1000002	515	695	1147	0.3265
330	10	10330	0	0	1	user.bindcash:15,user.xp:2100,user.gold:24000,user.hero_exp:39800		1	1000330	1000001|1000002	517	697	1152	0.3271
331	10	10331	0	0	1	user.xp:2100,user.gold:24000,user.hero_exp:39800		1	1000331	1000001|1000002	519	699	1157	0.3276
332	10	10332	0	0	1	user.xp:2100,user.gold:24000,user.hero_exp:39800		1	1000332	1000001|1000002	521	701	1162	0.3282
333	10	10333	0	0	1	user.bindcash:15,user.xp:2100,user.gold:24000,user.hero_exp:39800		1	1000333	1000001|1000002	523	703	1167	0.3287
334	10	10334	0	0	1	user.xp:2100,user.gold:24000,user.hero_exp:40600		1	1000334	1000001|1000002	525	705	1172	0.3293
335	10	10335	0	0	1	user.xp:2100,user.gold:24000,user.hero_exp:40600		1	1000335	1000001|1000002	527	707	1177	0.3298
336	10	10336	0	0	1	user.bindcash:15,user.xp:2100,user.gold:24000,user.hero_exp:40600		1	1000336	1000001|1000002	529	709	1182	0.3304
337	10	10337	0	0	1	user.xp:2100,user.gold:24000,user.hero_exp:40600		1	1000337	1000001|1000002	531	711	1187	0.3309
338	10	10338	0	0	1	user.xp:2200,user.gold:25000,user.hero_exp:41500		1	1000338	1000001|1000002	533	713	1191	0.3315
339	10	10339	0	0	1	user.bindcash:15,user.xp:2200,user.gold:25000,user.hero_exp:41500		1	1000339	1000001|1000002	535	715	1196	0.332
340	10	10340	0	0	1	user.xp:2200,user.gold:25000,user.hero_exp:41500		1	1000340	1000001|1000002	537	717	1201	0.3326
341	10	10341	0	0	1	user.xp:2200,user.gold:25000,user.hero_exp:41500		1	1000341	1000001|1000002	539	719	1206	0.3332
342	10	10342	0	0	1	user.bindcash:15,user.xp:2200,user.gold:25000,user.hero_exp:42400		1	1000342	1000001|1000002	541	721	1211	0.3337
343	10	10343	0	0	1	user.xp:2200,user.gold:25000,user.hero_exp:42400		1	1000343	1000001|1000002	543	723	1216	0.3343
344	10	10344	0	0	1	user.xp:2200,user.gold:25000,user.hero_exp:42400		1	1000344	1000001|1000002	545	725	1221	0.3348
345	10	10345	0	0	1	user.bindcash:15,user.xp:2300,user.gold:26000,user.hero_exp:43400		1	1000345	1000001|1000002	547	727	1226	0.3354
346	10	10346	0	0	1	user.xp:2300,user.gold:26000,user.hero_exp:43400		1	1000346	1000001|1000002	549	729	1231	0.336
347	10	10347	0	0	1	user.xp:2300,user.gold:26000,user.hero_exp:43400		1	1000347	1000001|1000002	551	731	1236	0.3365
348	10	10348	0	0	1	user.bindcash:15,user.xp:2300,user.gold:26000,user.hero_exp:43400		1	1000348	1000001|1000002	553	733	1241	0.3371
349	10	10349	0	0	1	user.xp:2300,user.gold:26000,user.hero_exp:44400		1	1000349	1000001|1000002	555	735	1246	0.3377
350	10	10350	0	0	1	user.xp:2300,user.gold:26000,user.hero_exp:44400		1	1000350	1000001|1000002	557	737	1251	0.3382
351	10	10351	0	0	1	user.bindcash:15,user.xp:2300,user.gold:26000,user.hero_exp:44400		1	1000351	1000001|1000002	559	739	1256	0.3388
352	10	10352	0	0	1	user.xp:2300,user.gold:26000,user.hero_exp:44400		1	1000352	1000001|1000002	561	741	1261	0.3394
353	10	10353	0	0	1	user.xp:2400,user.gold:27000,user.hero_exp:45400		1	1000353	1000001|1000002	563	743	1267	0.3399
354	10	10354	0	0	1	user.bindcash:15,user.xp:2400,user.gold:27000,user.hero_exp:45400		1	1000354	1000001|1000002	565	745	1272	0.3405
355	10	10355	0	0	1	user.xp:2400,user.gold:27000,user.hero_exp:45400		1	1000355	1000001|1000002	568	748	1277	0.3411
356	10	10356	0	0	1	user.xp:2400,user.gold:27000,user.hero_exp:45400		1	1000356	1000001|1000002	570	750	1282	0.3416
357	10	10357	0	0	1	user.bindcash:15,user.xp:2400,user.gold:27000,user.hero_exp:46500		1	1000357	1000001|1000002	572	752	1287	0.3422
358	10	10358	0	0	1	user.xp:2400,user.gold:27000,user.hero_exp:46500		1	1000358	1000001|1000002	574	754	1292	0.3428
359	10	10359	0	0	1	user.xp:2400,user.gold:27000,user.hero_exp:46500		1	1000359	1000001|1000002	576	756	1297	0.3434
360	10	10360	0	0	1	user.bindcash:15,user.xp:2500,user.gold:28000,user.hero_exp:47600		1	1000360	1000001|1000002	578	758	1302	0.344
361	10	10361	0	0	1	user.xp:2500,user.gold:28000,user.hero_exp:47600		1	1000361	1000001|1000002	580	760	1307	0.3445
362	10	10362	0	0	1	user.xp:2500,user.gold:28000,user.hero_exp:47600		1	1000362	1000001|1000002	582	762	1312	0.3451
363	10	10363	0	0	1	user.bindcash:15,user.xp:2500,user.gold:28000,user.hero_exp:47600		1	1000363	1000001|1000002	584	764	1318	0.3457
364	10	10364	0	0	1	user.xp:2600,user.gold:29000,user.hero_exp:48800		1	1000364	1000001|1000002	586	766	1323	0.3463
365	10	10365	0	0	1	user.xp:2600,user.gold:29000,user.hero_exp:48800		1	1000365	1000001|1000002	588	768	1328	0.3469
366	10	10366	0	0	1	user.bindcash:15,user.xp:2600,user.gold:29000,user.hero_exp:48800		1	1000366	1000001|1000002	590	770	1333	0.3474
367	10	10367	0	0	1	user.xp:2600,user.gold:29000,user.hero_exp:48800		1	1000367	1000001|1000002	593	773	1338	0.348
368	10	10368	0	0	1	user.xp:2600,user.gold:30000,user.hero_exp:50000		1	1000368	1000001|1000002	595	775	1344	0.3486
369	10	10369	0	0	1	user.bindcash:15,user.xp:2600,user.gold:30000,user.hero_exp:50000		1	1000369	1000001|1000002	597	777	1349	0.3492
370	10	10370	0	0	1	user.xp:2600,user.gold:30000,user.hero_exp:50000		1	1000370	1000001|1000002	599	779	1354	0.3498
371	10	10371	0	0	1	user.xp:2600,user.gold:30000,user.hero_exp:50000		1	1000371	1000001|1000002	601	781	1359	0.3504
372	10	10372	0	0	1	user.bindcash:15,user.xp:2700,user.gold:30000,user.hero_exp:51300		1	1000372	1000001|1000002	603	783	1364	0.351
373	10	10373	0	0	1	user.xp:2700,user.gold:30000,user.hero_exp:51300		1	1000373	1000001|1000002	605	785	1370	0.3515
374	10	10374	0	0	1	user.xp:2700,user.gold:30000,user.hero_exp:51300		1	1000374	1000001|1000002	607	787	1375	0.3521
375	10	10375	0	0	1	user.bindcash:15,user.xp:2700,user.gold:31000,user.hero_exp:51700		1	1000375	1000001|1000002	610	790	1380	0.3527
376	10	10376	0	0	1	user.xp:2700,user.gold:31000,user.hero_exp:51700		1	1000376	1000001|1000002	612	792	1385	0.3533
377	10	10377	0	0	1	user.xp:2700,user.gold:31000,user.hero_exp:51700		1	1000377	1000001|1000002	614	794	1391	0.3539
378	10	10378	0	0	1	user.bindcash:15,user.xp:2700,user.gold:31000,user.hero_exp:51700		1	1000378	1000001|1000002	616	796	1396	0.3545
379	10	10379	0	0	1	user.xp:2700,user.gold:31000,user.hero_exp:52200		1	1000379	1000001|1000002	618	798	1401	0.3551
380	10	10380	0	0	1	user.xp:2700,user.gold:31000,user.hero_exp:52200		1	1000380	1000001|1000002	620	800	1407	0.3557
381	10	10381	0	0	1	user.bindcash:15,user.xp:2700,user.gold:31000,user.hero_exp:52200		1	1000381	1000001|1000002	622	802	1412	0.3563
382	10	10382	0	0	1	user.xp:2700,user.gold:31000,user.hero_exp:52200		1	1000382	1000001|1000002	625	805	1417	0.3569
383	10	10383	0	0	1	user.xp:2800,user.gold:31000,user.hero_exp:52700		1	1000383	1000001|1000002	627	807	1423	0.3575
384	10	10384	0	0	1	user.bindcash:15,user.xp:2800,user.gold:31000,user.hero_exp:52700		1	1000384	1000001|1000002	629	809	1428	0.3581
385	10	10385	0	0	1	user.xp:2800,user.gold:31000,user.hero_exp:52700		1	1000385	1000001|1000002	631	811	1433	0.3587
386	10	10386	0	0	1	user.xp:2800,user.gold:31000,user.hero_exp:52700		1	1000386	1000001|1000002	633	813	1439	0.3593
387	10	10387	0	0	1	user.bindcash:15,user.xp:2800,user.gold:31000,user.hero_exp:53300		1	1000387	1000001|1000002	635	815	1444	0.3599
388	10	10388	0	0	1	user.xp:2800,user.gold:31000,user.hero_exp:53300		1	1000388	1000001|1000002	638	818	1449	0.3605
389	10	10389	0	0	1	user.xp:2800,user.gold:31000,user.hero_exp:53300		1	1000389	1000001|1000002	640	820	1455	0.3611
390	10	10390	0	0	1	user.bindcash:15,user.xp:2800,user.gold:32000,user.hero_exp:53900		1	1000390	1000001|1000002	642	822	1460	0.3617
391	10	10391	0	0	1	user.xp:2800,user.gold:32000,user.hero_exp:53900		1	1000391	1000001|1000002	644	824	1465	0.3623
392	10	10392	0	0	1	user.xp:2800,user.gold:32000,user.hero_exp:53900		1	1000392	1000001|1000002	646	826	1471	0.3629
393	10	10393	0	0	1	user.bindcash:15,user.xp:2800,user.gold:32000,user.hero_exp:53900		1	1000393	1000001|1000002	648	828	1476	0.3636
394	10	10394	0	0	1	user.xp:2900,user.gold:32000,user.hero_exp:54600		1	1000394	1000001|1000002	651	831	1482	0.3642
395	10	10395	0	0	1	user.xp:2900,user.gold:32000,user.hero_exp:54600		1	1000395	1000001|1000002	653	833	1487	0.3648
396	10	10396	0	0	1	user.bindcash:15,user.xp:2900,user.gold:32000,user.hero_exp:54600		1	1000396	1000001|1000002	655	835	1493	0.3654
397	10	10397	0	0	1	user.xp:2900,user.gold:32000,user.hero_exp:54600		1	1000397	1000001|1000002	657	837	1498	0.366
398	10	10398	0	0	1	user.xp:2900,user.gold:33000,user.hero_exp:55300		1	1000398	1000001|1000002	660	840	1504	0.3666
399	10	10399	0	0	1	user.bindcash:15,user.xp:2900,user.gold:33000,user.hero_exp:55300		1	1000399	1000001|1000002	662	842	1509	0.3672
400	10	10400	0	0	1	user.xp:2900,user.gold:33000,user.hero_exp:55300		1	1000400	1000001|1000002	664	844	1514	0.3679
401	10	10401	0	0	1	user.xp:2900,user.gold:33000,user.hero_exp:55300		1	1000401	1000001|1000002	666	846	1520	0.3685
402	10	10402	arena4	0	1	user.bindcash:15,user.xp:2900,user.gold:33000,user.hero_exp:56100		1	1000402	1000001|1000002	668	848	1525	0.3691
403	10	10403	0	0	1	user.xp:2900,user.gold:33000,user.hero_exp:56100		1	1000403	1000001|1000002	671	851	1531	0.3697
404	10	10404	0	0	1	user.xp:2900,user.gold:33000,user.hero_exp:56100		1	1000404	1000001|1000002	673	853	1536	0.3703
405	10	10405	0	0	1	user.bindcash:15,user.xp:3000,user.gold:34000,user.hero_exp:56800		1	1000405	1000001|1000002	675	855	1542	0.371
